serviceid,branch,contractterm,serviceactivestatus,programmodel,campus,teachingorg,fulladdress,servicename,fundingSource,secondaryFundingSource,FundedBy_OtherSpecify,budgetcategory,initiative,budgetstatus,StaffEligibleToRecruit,StaffEligibleToStart,ContractStatus,ContractSentDate,LastContactDate,ContractNotes,TeachingOrg_SignedBudgetDate,TeachingOrg_SignedContractDate,TeachingOrg_CompletedDate,is501c3,Contract End Date,letterofgoodstandingdate,Insurance,firstname0,lastname0,email0,roles0,docs0,bg0,firstname1,lastname1,email1,roles1,docs1,bg1,firstname2,lastname2,email2,roles2,docs2,bg2,firstname3,lastname3,email3,roles3,docs3,bg3,firstname4,lastname4,email4,roles4,docs4,bg4,firstname5,lastname5,email5,roles5,docs5,bg5,firstname6,lastname6,email6,roles6,docs6,bg6,firstname7,lastname7,email7,roles7,docs7,bg7,firstname8,lastname8,email8,roles8,docs8,bg8,ProgramSpecialists,ProgramManagers,ContractAdmins,pc1,pc2,pc3,emails,ContentArea,SubContentArea,Category,edocid
7671725,South/Southwest,Full Year,Active,Apprenticeship,,New Community Services,"4426 7TH STREET NE WASHINGTON, DC 20017",Hope Music and Theater,,,,42032223,,Approved/Locked,test test test,test test test,Incomplete,4/24/2015,4/16/2018,test data for github,10/17/2019,3/25/2019,5/4/2019,Y,6/30/2020,7/8/2019,OK,Alphonse,Panagoulias,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Warner,Elling,testemail(at)test,Instructor,MR Ack Expired; PACR (ORG) Expired,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,,test at test (test(at)testdotcom,,,test(at)testdotcom,Arts,Performance Arts,Theatre,93390
7729997,North/Northwest,School Year,Active,Internship,,Belvis Cultral Center,"3545 TEXAS AVENUE SE WASHINGTON, DC 20020",Receptionist Intern,,,,,,Approved/Locked,,test test test,Incomplete,3/7/2018,3/7/2019,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Alphonso,Panah,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Business / Administration,Personal Assistant,99290
7729959,North/Northwest,Full Year,Active,Internship,,Helping Others,"4403 6TH PLACE NE WASHINGTON, DC 20017",ICR Program Assistant (Mon),,,,,,Approved/Locked,,test test test,Incomplete,3/7/2018,3/30/2018,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Alta,Panahon,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99269
7729979,North/Northwest,School Year,Active,Internship,,Helping Others,"4403 6TH PLACE NE WASHINGTON, DC 20017",ICR Program Assistant (Tues),,,,,,Approved/Locked,,test test test,Incomplete,3/7/2018,3/30/2018,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Lara,Panak,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99268
7671759,North/Northwest,Full Year,Active,Apprenticeship,,TOP Family,"3370 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Rhythm Dance,,,,22032470,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,5/1/2019,3/18/2019,5/1/2019,Y,6/30/2020,5/24/2019,OK,Larae,Panakos,testemail(at)test,Community Liaison,,,Wayne,Ellingham,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Dance,92990
7671761,North/Northwest,Full Year,Active,Apprenticeship,,Boxing Club,"3226 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Boxing Fun,,,,22032226,,Approved/Locked,,test test test,Complete,3/8/2018,3/5/2019,test data for github,5/18/2019,3/25/2019,5/18/2019,Y,6/30/2020,5/24/2019,OK,Laraine,Panameno,testemail(at)test,Instructor,,XYZ Exempt,Wei,Ellinghuysen,testemail(at)test,Community Liaison,,,Maximo,Esther,testemail(at)test,Community Liaison,,XYZ Exempt,Modesto,Eviston,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Health and Wellness,Fitness,93228
7671770,North/Northwest,Full Year,Active,Apprenticeship,Roosevelt,Town Bikes NFP,"215 5TH STREET NE WASHINGTON, DC 20002",Bikes!,,,,22032229,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,5/15/2019,3/18/2019,5/15/2019,Y,6/30/2020,5/24/2019,OK,Laree,Panarella,testemail(at)test,Instructor,,,Weldon,Ellingsen,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports-Related Certification,Bike Repair and Safety,93358
7671777,North/Northwest,Full Year,Active,Internship,,Place of Hope,"4846 EASTERN AVENUE NE WASHINGTON, DC 20017",Real Entrepreneurs,,,,62032260,,Approved/Locked,,test test test,Complete,3/7/2018,7/30/2019,test data for github,5/7/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Larhonda,Panarello,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,93331
7671799,Downtown,School Year,Active,Pre-Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Nature at Work - Fullerton,,,,72032232,DayJime Diverse Learner,Approved/Locked,,test test test,Complete,3/24/2015,4/19/2018,test data for github,10/7/2019,3/25/2019,10/7/2019,Y,6/30/2020,5/24/2019,OK,Larisa,Panaro,testemail(at)test,Community Liaison,,XYZ Exempt,Wendell,Ellingsworth,testemail(at)test,Instructor,,,May,Estis,testemail(at)test,Instructor,,XYZ Exempt,Mohammed,Evjen,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92893
7671902,Downtown,School Year,Active,Pre-Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Nature at Work - Falls Church,,,,72032234,DayJime Diverse Learner,Approved/Locked,,test test test,Complete,3/24/2015,4/19/2018,test data for github,10/7/2019,3/25/2019,10/7/2019,Y,6/30/2020,5/24/2019,OK,Larissa,Panas,testemail(at)test,Community Liaison,,XYZ Exempt,Wendi,Ellington,testemail(at)test,Instructor,,,Maya,Estle,testemail(at)test,Instructor,,XYZ Exempt,Moira,Evola,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92895
7671905,Downtown,School Year,Active,Pre-Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Nature at Work - Grovesnor,,,,72032232,DayJime Diverse Learner,Approved/Locked,,test test test,Complete,3/24/2015,4/19/2018,test data for github,10/7/2019,3/25/2019,10/7/2019,Y,6/30/2020,5/24/2019,OK,Larita,Panasci,testemail(at)test,Community Liaison,,XYZ Exempt,Wendie,Ellingwood,testemail(at)test,Instructor,,,Maybell,Estler,testemail(at)test,Instructor,,XYZ Exempt,Moises,Evon,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92894
7671909,Downtown,School Year,Active,Pre-Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Nature at Work - Bethesda,,,,72032233,DayJime Diverse Learner,Approved/Locked,,test test test,Complete,3/24/2015,4/19/2018,test data for github,10/7/2019,3/25/2019,10/7/2019,Y,6/30/2020,5/24/2019,OK,Laronda,Pancake,testemail(at)test,Community Liaison,,XYZ Exempt,Wendolyn,Ellinwood,testemail(at)test,Instructor,,,Maybelle,Estock,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92896
7661510,North/Northwest,Full Year,Active,Pre-Apprenticeship,,Good to Neighbors,"219 C STREET NE WASHINGTON, DC 20002",Innovation and Me,,,,22032234,,Approved/Locked,,test test test,Complete,3/14/2017,7/16/2018,test data for github,8/22/2019,3/13/2019,3/29/2019,Y,6/30/2020,5/24/2019,OK,Larraine,Panchak,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Biology,93948
7667627,Downtown,School Year,Active,Apprenticeship,,Bridge Us All,"217 C STREET NE WASHINGTON, DC 20002",What Football Players Should Know ,,,,72022329,,Approved/Locked,,test test test,Incomplete,,,test data for github,11/27/2019,,,N,6/30/2020,11/26/2019,OK,Larry,Panchal,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Sports,Sports Instruction,Football,99294
7671920,South/Southwest,Full Year,Active,Apprenticeship,,New and Family Services,"205 C STREET NE WASHINGTON, DC 20002",Stitchy @ Paprika,,,,42032236,,Approved/Locked,,test test test,Complete,3/7/2018,7/24/2018,test data for github,5/22/2019,7/2/2019,7/2/2019,Y,6/30/2020,5/24/2019,OK,Larue,Panchana,testemail(at)test,Community Liaison; Contract Administrator,,XYZ Exempt,Werner,Ellis,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Sculpture,93114
7671962,Downtown,Full Year,Active,Apprenticeship,,Public Life,"322 MARYLAND AVENUE NE WASHINGTON, DC 20002",Hashtags and Handles,,,,72033063,,Approved/Locked,,test test test,Complete,,4/26/2019,test data for github,11/11/2019,3/25/2019,5/3/2019,Y,6/30/2020,4/26/2019,OK,Lasandra,Pancheri,testemail(at)test,Instructor,,XYZ Exempt,Wes,Ellison,testemail(at)test,Instructor,,XYZ Exempt,Mayola,Estrade,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Sloane,DeMario Meador,,test at test (test(at)testdotcom,,,test(at)testdotcom,Communications,,,92914
7729617,,School Year,Active,Internship,,A.M.dba Revere,"320 MARYLAND AVENUE NE WASHINGTON, DC 20002",Social Media Marketing,,,,,,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,N,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Lashanda,Panchik,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,ABC Pending; XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,,,,test(at)testdotcom,Communications & Leadership,Marketing,Social Media,80468
7671966,North/Northwest,Full Year,Active,Internship,,Asia Center,"517 C STREET NE WASHINGTON, DC 20002",Careers Serving Immigrants and Minorities (Mon & Wed),,,,22032043,,Approved/Locked,,test test test,Complete,3/7/2018,1/2/2019,test data for github,5/10/2019,3/18/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Lashandra,Pancho,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,Weston,Elliston,testemail(at)test,Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,Rebecca Deane,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,93004
7779679,North/Northwest,School Year,Active,Internship,,Asia Center,"517 C STREET NE WASHINGTON, DC 20002",Careers Serving Immigrants and Minorities (Tues & Thurs),,,,,,,,test test test,Incomplete,3/7/2018,1/2/2019,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Lashaun,Pancholi,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,Whitley,Ellithorpe,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99319
7726965,North/Northwest,School Year,Active,Internship,,Casio Recovery,"408 CONSTITUTION AVENUE NE WASHINGTON, DC 20002",PANC Council,,,,,,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,Y,,,,Lashaunda,Panciera,testemail(at)test,Community Liaison,,,Whitney,Ellman,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,Mckinley,Estrello,testemail(at)test,Community Liaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,,,,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99315
7671917,North/Northwest,Full Year,Active,Apprenticeship,,Alliance for Us,"1719 LYMAN PLACE NE WASHINGTON, DC 20002",SAP,,,,22030296,,Approved/Locked,,test test test,Complete,3/7/2018,6/25/2018,test data for github,6/21/2019,4/1/2019,6/21/2019,Y,6/30/2020,5/24/2019,OK,Lashawn,Pancoast,testemail(at)test,Community Liaison; Contract Administrator; Instructor,,,Wilber,Ellner,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mosaic Tiles,92894
7672079,South/Southwest,Full Year,Active,Apprenticeship,,Comelle Youth Center,"1632 BUCHANAN STREET NE WASHINGTON, DC 20017",SYGS,,,,42032266,,Approved/Locked,,test test test,Complete,3/24/2015,3/5/2019,test data for github,5/2/2019,4/1/2019,5/2/2019,Y,6/30/2020,3/28/2019,OK,Lashawna,Panda,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,MulJimedia,93163
7672099,South/Southwest,Full Year,Active,Apprenticeship,,Global World Inc,"1708 LANG PLACE NE WASHINGTON, DC 20002",Stage Takers,,,,42030036,,Approved/Locked,,test test test,Complete,3/7/2018,8/15/2018,test data for github,10/10/2019,3/18/2019,5/3/2019,Y,6/30/2020,5/24/2019,OK,Lashawnda,Pander,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Wilbur,Ellout,testemail(at)test,Instructor,,XYZ Exempt,Mechelle,Estridge,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim O'Grady,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,92959
7672091,South/Southwest,Full Year,Active,Apprenticeship,Urban Prep Academy - Englewood,Green Thumbs,"402 CONSTITUTION AVENUE NE WASHINGTON, DC 20002",Team Garden Thumbs,,,,42032427,,Approved/Locked,,test test test,Complete,12/3/2019,3/5/2019,test data for github,8/9/2019,3/25/2019,5/5/2019,Y,6/30/2020,5/24/2019,OK,Lashay,Pandey,testemail(at)test,Community Liaison; Instructor,,,Wilburn,Ellrod,testemail(at)test,Instructor,,,Meda,Estrin,testemail(at)test,Community Liaison; Instructor,,,Moon,Ewer,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parminder Shukla,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Sustainable Development,93225
7672096,North/Northwest,Full Year,Active,Apprenticeship,Spry Community Links,Triunfo Progressando,"1847 L STREET NE WASHINGTON, DC 20002",Latin Theater,,,,22032266,,Approved/Locked,,test test test,Pending BC,3/23/2015,1/4/2019,test data for github,5/6/2019,3/13/2019,5/6/2019,Y,6/30/2020,5/24/2019,OK,Lashell,Pandiani,testemail(at)test,Instructor,,XYZ Exempt,Wilda,Ells,testemail(at)test,Community Liaison; Contract Administrator,,XYZ Exempt,Mee,Estronza,testemail(at)test,Community Liaison,,ABC Pending; XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,92996
7672100,South/Southwest,Full Year,Active,Outreach Assistantship,,UCA ,"4001 1ST STREET SE WASHINGTON, DC 20032",TAC Council,,,,42032463,,Approved/Locked,,test test test,Complete,3/24/2015,4/3/2018,test data for github,10/24/2019,3/25/2019,8/28/2019,Y,6/30/2020,3/27/2019,OK,Lashon,Pandit,testemail(at)test,Community Liaison; Contract Administrator,,,Wiley,Ellsbury,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,General Design,92968
7672101,Downtown,School Year,Active,Internship,,Grove Aquarium,"1841 L STREET NE WASHINGTON, DC 20002",Teen Learning Lab,,,,72032262,,Approved/Locked,,test test test,Incomplete,9/16/2014,10/16/2018,test data for github,10/17/2019,10/9/2019,10/17/2019,Y,6/30/2020,1/16/2018,OK,Lashonda,Pando,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Wilford,Ellsmore,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92868
7672109,North/Northwest,Full Year,Active,Advanced Apprenticeship,,Nature Museum,"4224 13TH PLACE NE WASHINGTON, DC 20017",Explaining Nature ,,,,22032620,,Approved/Locked,,test test test,Complete,3/8/2018,5/25/2018,test data for github,5/4/2019,4/15/2019,5/4/2019,Y,6/30/2020,5/24/2019,OK,Lashunda,Pandola,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Wilfred,Ellson,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92860
7672115,North/Northwest,Full Year,Active,Apprenticeship,,Urban Explorers NFP,"1827 L STREET NE WASHINGTON, DC 20002",Urban Design Team,,,,22032326,,Approved/Locked,,test test test,Complete,3/7/2018,1/31/2019,test data for github,5/26/2019,5/28/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Lasonya,Pandolfi,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,,,test(at)testdotcom,Communications & Leadership,Social Science,Urban Studies/Planning,92845
7672121,South/Southwest,Full Year,Active,Apprenticeship,,Comelle Youth Center,"1632 BUCHANAN STREET NE WASHINGTON, DC 20017",The Art Journey,,,,42032272,,Approved/Locked,,test test test,Complete,3/24/2015,3/5/2019,test data for github,6/17/2019,4/1/2019,5/2/2019,Y,6/30/2020,3/28/2019,OK,Latanya,Pandolfo,testemail(at)test,Community Liaison,,XYZ Exempt,Wilhelmina,Ellsworth,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Tonya Harden; Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Painting,93161
7672179,North/Northwest,Full Year,Active,Advanced Apprenticeship,,New Music Center,"1818 MARYLAND AVENUE NE WASHINGTON, DC 20002",The Initiative,,,,22032276,,Approved/Locked,,test test test,Complete,3/13/2017,4/12/2018,test data for github,5/3/2019,3/25/2019,5/3/2019,Y,6/30/2020,5/9/2019,OK,Latarsha,Panduro,testemail(at)test,Instructor,,XYZ Exempt,Wilhemina,Ellwanger,testemail(at)test,Community Liaison,,XYZ Exempt,Mei,Etchinson,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Music,Band,92944
7672162,North/Northwest,Full Year,Active,Advanced Apprenticeship,,New Music Center,"1818 MARYLAND AVENUE NE WASHINGTON, DC 20002",The Business,,,,22032277,,Approved/Locked,,test test test,Complete,3/13/2017,4/12/2018,test data for github,5/3/2019,3/25/2019,5/3/2019,Y,6/30/2020,5/9/2019,OK,Latasha,Pandy,testemail(at)test,Instructor,,XYZ Exempt,Will,Ellwein,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Music,Singing,92945
7672165,North/Northwest,Full Year,Active,Apprenticeship,Clemente,Alliance for Us,"1719 LYMAN PLACE NE WASHINGTON, DC 20002",Mural Project,,,,22032220,,Approved/Locked,,test test test,Complete,3/7/2018,6/25/2018,test data for github,10/16/2019,4/1/2019,6/21/2019,Y,6/30/2020,5/24/2019,OK,Latashia,Pandya,testemail(at)test,Community Liaison; Instructor,,,Willa,Ellwood,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Painting,93206
7672169,South/Southwest,Full Year,Active,Apprenticeship,,Museum of African History,"1770 LYMAN PLACE NE WASHINGTON, DC 20002",Educators of the Future ,,,,42030042,,Approved/Locked,test test test,test test test,Incomplete,3/24/2015,1/7/2019,test data for github,5/9/2019,3/26/2019,5/9/2019,Y,6/30/2020,5/24/2019,Liability Expired,Latesha,Pane,testemail(at)test,Community Liaison,,XYZ Exempt,Willard,Ellworths,testemail(at)test,Instructor,MR Cert Missing,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Tonya Harden; Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Sociology,93316
7672199,Downtown,Full Year,Active,Advanced Apprenticeship,,"Foundation, Inc.","1725 HIGHWOOD PLACE SE WASHINGTON, DC 20020",Star Marketing,,,,72030370,,Approved/Locked,test test test,test test test,Incomplete,3/7/2018,3/5/2019,test data for github,12/11/2019,3/18/2019,5/8/2019,Y,6/30/2020,5/24/2019,OK,Latia,Panebianco,testemail(at)test,Community Liaison,NSOPW Expired,XYZ Exempt,Willena,Ellyson,testemail(at)test,Instructor,,,Melania,Ethel,testemail(at)test,Instructor,Confidential Missing; Contact Info Missing; Experience Form Missing; MR Ack Missing; PACR (ORG) Missing; Social Media Policy Missing,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Marketing,Marketing and Advertising,93003
7672215,South/Southwest,Full Year,Active,Apprenticeship,Richards Career Academy,Support Company,"1721 HIGHWOOD PLACE SE WASHINGTON, DC 20020",Sports Ball Skills & Management @ Little School,,,,42030462,,Approved/Locked,,test test test,Complete,3/24/2015,7/24/2018,test data for github,5/22/2019,3/25/2019,5/22/2019,Y,6/30/2020,3/13/2019,OK,Laticia,Paneczko,testemail(at)test,Community Liaison; Contract Administrator,,,Willene,Ellzey,testemail(at)test,Community Liaison,,,Melanie,Ethen,testemail(at)test,Instructor,,,Mui,Exe,testemail(at)test,Community Liaison,,,Brigid,Reveley,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Tonya Harden; Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports Instruction,Basketball,92828
